s-value,runtime,keyComp
1,0.9101498126983643,1536349
2,0.8212263584136963,1536349
3,0.7288239002227783,1536238
4,0.7527539730072021,1536680
5,0.7197616100311279,1536680
6,0.6691656112670898,1554313
7,0.6616172790527344,1557603
8,0.6645653247833252,1557603
9,0.6659274101257324,1557603
10,0.6592502593994141,1557603
11,0.6665635108947754,1557603
12,0.659388542175293,1619534
13,0.6532156467437744,1639339
14,0.6568052768707275,1639339
15,0.6553726196289062,1639339
16,0.6628427505493164,1639339
17,0.6652243137359619,1639339
18,0.6637122631072998,1639339
19,0.6698009967803955,1639339
20,0.6762332916259766,1639339
21,0.6757512092590332,1639339
22,0.6557168960571289,1639339
23,0.6575207710266113,1639339
24,0.6891663074493408,1763824
25,0.7303385734558105,1861387
26,0.7263960838317871,1861387
27,0.7327990531921387,1861387
28,0.7326970100402832,1861387
29,0.7316443920135498,1861387
30,0.723613977432251,1861387
31,0.710453987121582,1861387
32,0.7125189304351807,1861387
33,0.7171013355255127,1861387
34,0.7231066226959229,1861387
35,0.724475622177124,1861387
36,0.7248091697692871,1861387
37,0.7159276008605957,1861387
38,0.736210823059082,1861387
39,0.7231955528259277,1861387
40,0.7211077213287354,1861387
41,0.7320764064788818,1861387
42,0.7418608665466309,1861387
43,0.7455320358276367,1861387
44,0.7317633628845215,1861387
45,0.7311210632324219,1861387
46,0.7456367015838623,1861387
47,0.726022481918335,1861387
48,0.759108304977417,1947344
49,0.9132483005523682,2383388
50,0.9061799049377441,2383388
51,0.9065334796905518,2383388
52,0.8999936580657959,2383388
53,0.9237604141235352,2383388
54,0.9132339954376221,2383388
55,0.9360787868499756,2383388
56,0.8967545032501221,2383388
57,0.9030776023864746,2383388
58,0.8909194469451904,2383388
59,0.9045159816741943,2383388
60,0.9012653827667236,2383388
61,0.9045424461364746,2383388
62,0.8987133502960205,2383388
63,0.9087107181549072,2383388
64,0.9289319515228271,2383388
65,0.9220967292785645,2383388
66,0.9163293838500977,2383388
67,0.8915131092071533,2383388
68,0.9223952293395996,2383388
69,0.9263746738433838,2383388
70,0.9217128753662109,2383388
71,0.9282150268554688,2383388
72,0.9010133743286133,2383388
73,0.9053037166595459,2383388
74,0.9286770820617676,2383388
75,0.9054150581359863,2383388
76,0.9136099815368652,2383388
77,0.9138686656951904,2383388
78,0.8983643054962158,2383388
79,0.8998403549194336,2383388
80,0.920968770980835,2383388
81,0.897226095199585,2383388
82,0.8908696174621582,2383388
83,0.9023358821868896,2383388
84,0.907113790512085,2383388
85,0.9007205963134766,2383388
86,0.9149148464202881,2383388
87,0.9615859985351562,2383388
88,0.9214901924133301,2383388
89,0.9119629859924316,2383388
90,0.9067625999450684,2383388
91,0.9182476997375488,2383388
92,0.926091194152832,2383388
93,0.92183518409729,2383388
94,0.9251272678375244,2383388
95,0.9222655296325684,2383388
96,0.9214165210723877,2383388
97,1.068047285079956,2771584
98,1.393944263458252,3520649
99,1.3790135383605957,3520649
100,1.3899595737457275,3520649
