s-value,runtime,keyComp
1,33.520265102386475,60820795
2,30.307053327560425,60820795
3,27.829383611679077,60820537
4,27.810108423233032,60820537
5,27.279594659805298,60900867
6,26.124374389648438,61361440
7,26.343166828155518,61361440
8,26.12630033493042,61361440
9,26.327043533325195,61361440
10,26.35972237586975,61361440
11,26.226245641708374,62442757
12,26.154915809631348,63553215
13,25.990398645401,63553215
14,26.05450749397278,63553215
15,25.859760999679565,63553215
16,26.079750061035156,63553215
17,26.393768310546875,63553215
18,25.93746542930603,63553215
19,26.278669834136963,63553215
20,26.052506685256958,63553215
21,26.02639651298523,63553215
22,26.02118444442749,64174285
23,27.8319993019104,69680112
24,27.3907253742218,69680112
25,27.305750608444214,69680112
26,27.76595163345337,69680112
27,27.509995460510254,69680112
28,27.803956747055054,69680112
29,27.558591604232788,69680112
30,27.63195562362671,69680112
31,27.794488668441772,69680112
32,27.701046228408813,69680112
33,27.475627183914185,69680112
34,27.47396731376648,69680112
35,27.51684808731079,69680112
36,27.43375563621521,69680112
37,27.78071117401123,69680112
38,27.752686500549316,69680112
39,27.54802966117859,69680112
40,27.653997659683228,69680112
41,27.688342332839966,69680112
42,27.900161743164062,69680112
43,27.71595597267151,69680112
44,27.906191110610962,69680112
45,28.765056610107422,72794983
46,32.562605142593384,84163717
47,32.754940032958984,84163717
48,32.25938582420349,84163717
49,32.51790452003479,84163717
50,32.45244479179382,84163717
51,32.54356122016907,84163717
52,32.55496001243591,84163717
53,32.4635808467865,84163717
54,32.55101919174194,84163717
55,32.37562847137451,84163717
56,32.60672664642334,84163717
57,32.7310733795166,84163717
58,32.64985632896423,84163717
59,32.93180179595947,84163717
60,32.676329612731934,84163717
61,32.16772174835205,84163717
62,32.49617028236389,84163717
63,32.52852535247803,84163717
64,32.48999643325806,84163717
65,32.525065422058105,84163717
66,33.041062355041504,84163717
67,32.47755146026611,84163717
68,33.37723350524902,84163717
69,33.19321155548096,84163717
70,33.05482196807861,84163717
71,32.33467721939087,84163717
72,32.59869647026062,84163717
73,32.34185314178467,84163717
74,32.52199053764343,84163717
75,32.43014168739319,84163717
76,32.5139741897583,84163717
77,32.565346240997314,84163717
78,32.429214000701904,84163717
79,32.79131197929382,84163717
80,32.697261810302734,84163717
81,32.54733848571777,84163717
82,32.77412271499634,84163717
83,33.2001428604126,84163717
84,32.56801390647888,84163717
85,32.641966342926025,84163717
86,32.785353899002075,84163717
87,32.69472646713257,84163717
88,32.558995723724365,84163717
89,32.82852005958557,84163717
90,32.679025411605835,84163717
91,37.52862334251404,98074239
92,43.73383951187134,115662190
93,44.02028036117554,115662190
94,44.65101933479309,115662190
95,44.147016286849976,115662190
96,43.786423206329346,115662190
97,43.906524419784546,115662190
98,44.340264320373535,115662190
99,44.17010426521301,115662190
100,44.31881141662598,115662190
