s-value,runtime,keyComp
1,0.08733963966369629,120454
2,0.06832242012023926,120454
3,0.06055259704589844,120428
4,0.05951857566833496,120476
5,0.05301213264465332,121493
6,0.05351662635803223,121493
7,0.05401253700256348,121493
8,0.05354142189025879,121493
9,0.05307126045227051,122568
10,0.051516056060791016,127032
11,0.05201101303100586,127032
12,0.051516056060791016,127032
13,0.05201220512390137,127032
14,0.052516937255859375,127032
15,0.05101370811462402,127032
16,0.05259871482849121,127032
17,0.05282783508300781,127032
18,0.059125661849975586,127032
19,0.05521082878112793,134339
20,0.06208014488220215,143579
21,0.058680057525634766,143579
22,0.05780792236328125,143579
23,0.05614042282104492,143579
24,0.05614972114562988,143579
25,0.05605649948120117,143579
26,0.05587482452392578,143579
27,0.056012868881225586,143579
28,0.05637502670288086,143579
29,0.05651736259460449,143579
30,0.0565187931060791,143579
31,0.0560455322265625,143579
32,0.05560564994812012,143579
33,0.05627751350402832,143579
34,0.056012630462646484,143579
35,0.0554354190826416,143579
36,0.0580134391784668,143579
37,0.05651664733886719,143579
38,0.05713796615600586,143579
39,0.06957626342773438,181135
40,0.0700535774230957,183827
41,0.06923818588256836,183827
42,0.07372641563415527,183827
43,0.07102513313293457,183827
44,0.0691378116607666,183827
45,0.07129931449890137,183827
46,0.07052373886108398,183827
47,0.07163667678833008,183827
48,0.07101678848266602,183827
49,0.0695195198059082,183827
50,0.07252120971679688,183827
51,0.0695188045501709,183827
52,0.07101583480834961,183827
53,0.07052183151245117,183827
54,0.07352161407470703,183827
55,0.06801676750183105,183827
56,0.06763792037963867,183827
57,0.06855225563049316,183827
58,0.06801629066467285,183827
59,0.06851911544799805,183827
60,0.06952118873596191,183827
61,0.06901764869689941,183827
62,0.06851863861083984,183827
63,0.06952071189880371,183827
64,0.06952548027038574,183827
65,0.07101178169250488,183827
66,0.07052183151245117,183827
67,0.07052254676818848,183827
68,0.07101702690124512,183827
69,0.07052016258239746,183827
70,0.07052087783813477,183827
71,0.07001686096191406,183827
72,0.06952118873596191,183827
73,0.06952977180480957,183827
74,0.07148861885070801,183827
75,0.07001590728759766,183827
76,0.07052063941955566,183827
77,0.07152080535888672,183827
78,0.09953069686889648,262161
79,0.10466718673706055,273412
80,0.1055293083190918,273412
81,0.1055290699005127,273412
82,0.10700869560241699,273412
83,0.10478425025939941,273412
84,0.1056523323059082,273412
85,0.10695290565490723,273412
86,0.10632014274597168,273412
87,0.11238455772399902,273412
88,0.10524559020996094,273412
89,0.11826968193054199,273412
90,0.10012006759643555,273412
91,0.10152959823608398,273412
92,0.10189270973205566,273412
93,0.10104513168334961,273412
94,0.10259532928466797,273412
95,0.10321831703186035,273412
96,0.10060787200927734,273412
97,0.1021585464477539,273412
98,0.10482215881347656,273412
99,0.10152673721313477,273412
100,0.10235738754272461,273412
