s-value,runtime,keyComp
1,21.607354164123535,39348305
2,19.122514963150024,39348305
3,18.762714385986328,39348234
4,17.538060903549194,39455796
5,17.47204327583313,39455796
6,17.457757711410522,39455796
7,18.09008026123047,39641578
8,16.762227296829224,40146947
9,16.736320734024048,40146947
10,16.701828718185425,40146947
11,16.715404510498047,40146947
12,16.758507251739502,40146947
13,17.013073682785034,40146947
14,16.711250066757202,40146947
15,17.01008129119873,41780502
16,16.97019624710083,42449295
17,16.95493459701538,42449295
18,17.0403790473938,42449295
19,16.947843551635742,42449295
20,17.068414449691772,42449295
21,16.987521648406982,42449295
22,17.106327056884766,42449295
23,17.008909940719604,42449295
24,16.990175008773804,42449295
25,17.011818170547485,42449295
26,16.94620943069458,42449295
27,16.962637901306152,42449295
28,17.032602310180664,42449295
29,16.94604992866516,42449295
30,17.889221906661987,45199646
31,18.850982666015625,48377902
32,18.85087251663208,48377902
33,18.943002700805664,48377902
34,18.805776834487915,48377902
35,18.85765051841736,48377902
36,18.826938152313232,48377902
37,18.898322820663452,48377902
38,18.884698629379272,48377902
39,18.857919216156006,48377902
40,18.88758087158203,48377902
41,18.932231187820435,48377902
42,18.866360425949097,48377902
43,18.782419443130493,48377902
44,18.886903762817383,48377902
45,18.942100048065186,48377902
46,18.81873106956482,48377902
47,18.80876398086548,48377902
48,18.901785850524902,48377902
49,18.87015151977539,48377902
50,18.89465093612671,48377902
51,18.9004328250885,48377902
52,18.85186266899109,48377902
53,18.853015661239624,48377902
54,18.90288472175598,48377902
55,18.8032705783844,48377902
56,18.91778039932251,48377902
57,19.608799934387207,48377902
58,18.871121644973755,48377902
59,18.86180305480957,48377902
60,18.979389905929565,48377902
61,23.640615224838257,61314947
62,24.01317834854126,61803304
63,23.783254146575928,61803304
64,23.886788606643677,61803304
65,23.950974941253662,61803304
66,23.81451153755188,61803304
67,23.809473752975464,61803304
68,23.962807416915894,61803304
69,23.79615068435669,61803304
70,23.826308488845825,61803304
71,23.907059907913208,61803304
72,23.890424489974976,61803304
73,23.90365433692932,61803304
74,23.84294605255127,61803304
75,24.051889181137085,61803304
76,23.843368530273438,61803304
77,23.62094759941101,61803304
78,23.731646299362183,61803304
79,23.662304878234863,61803304
80,23.687774896621704,61803304
81,23.800813913345337,61803304
82,23.781163692474365,61803304
83,23.720017671585083,61803304
84,23.682981967926025,61803304
85,23.711785316467285,61803304
86,23.658025979995728,61803304
87,23.677345752716064,61803304
88,23.802598237991333,61803304
89,23.742553234100342,61803304
90,23.787816762924194,61803304
91,23.886054515838623,61803304
92,23.591163396835327,61803304
93,23.759409427642822,61803304
94,23.604945421218872,61803304
95,23.66653871536255,61803304
96,23.814745903015137,61803304
97,23.7697696685791,61803304
98,23.55801486968994,61803304
99,23.513688564300537,61803304
100,23.51941466331482,61803304
