s-value,runtime,keyComp
1,44.693413734436035,82696383
2,40.13289141654968,82696383
3,39.64445114135742,82696299
4,36.521087646484375,82909515
5,36.54384136199951,82909515
6,36.373629570007324,82909515
7,36.1099910736084,83283785
8,35.57270836830139,84290890
9,35.441001176834106,84290890
10,35.172189235687256,84290890
11,34.99002408981323,84290890
12,35.28262639045715,84290890
13,34.876360177993774,84290890
14,35.09877848625183,84290890
15,35.483916997909546,87549664
16,35.81856966018677,88894282
17,35.800567388534546,88894282
18,35.696646213531494,88894282
19,35.612290143966675,88894282
20,36.187800884246826,88894282
21,35.79937767982483,88894282
22,35.90004539489746,88894282
23,36.364338397979736,88894282
24,36.37266206741333,88894282
25,36.539950132369995,88894282
26,35.62692737579346,88894282
27,36.01080799102783,88894282
28,35.556336402893066,88894282
29,36.065990924835205,88894282
30,37.47811841964722,94393926
31,39.30356049537659,100735597
32,39.35875344276428,100735597
33,39.244632959365845,100735597
34,39.61998796463013,100735597
35,39.696516275405884,100735597
36,39.666074991226196,100735597
37,39.5809485912323,100735597
38,39.32948851585388,100735597
39,39.510725021362305,100735597
40,39.46541428565979,100735597
41,39.56780433654785,100735597
42,39.5059871673584,100735597
43,39.41320180892944,100735597
44,39.47850513458252,100735597
45,39.491875886917114,100735597
46,39.53184747695923,100735597
47,39.819886922836304,100735597
48,39.973304986953735,100735597
49,39.192341327667236,100735597
50,39.473299503326416,100735597
51,39.31658935546875,100735597
52,39.22893834114075,100735597
53,39.26296615600586,100735597
54,39.485349893569946,100735597
55,39.62389850616455,100735597
56,39.25127339363098,100735597
57,39.738821029663086,100735597
58,39.39751672744751,100735597
59,39.32064938545227,100735597
60,39.80122995376587,100735597
61,50.147889614105225,126605202
62,49.07768201828003,127586244
63,49.0844407081604,127586244
64,49.59770941734314,127586244
65,49.81006956100464,127586244
66,49.2297465801239,127586244
67,49.05281043052673,127586244
68,48.61705422401428,127586244
69,48.742271184921265,127586244
70,48.977094650268555,127586244
71,49.05147075653076,127586244
72,48.99599528312683,127586244
73,49.40169167518616,127586244
74,48.92247772216797,127586244
75,49.28001117706299,127586244
76,49.96037721633911,127586244
77,49.71887755393982,127586244
78,49.42262864112854,127586244
79,49.611231327056885,127586244
80,49.89360857009888,127586244
81,49.50750207901001,127586244
82,49.54846405982971,127586244
83,49.63580274581909,127586244
84,48.81489038467407,127586244
85,49.082082986831665,127586244
86,49.03796601295471,127586244
87,49.34131336212158,127586244
88,48.94065809249878,127586244
89,49.21062397956848,127586244
90,49.189881801605225,127586244
91,48.934677600860596,127586244
92,48.77389717102051,127586244
93,50.27206826210022,127586244
94,50.05340552330017,127586244
95,49.38498640060425,127586244
96,49.5745005607605,127586244
97,49.074034214019775,127586244
98,48.71527552604675,127586244
99,48.58641529083252,127586244
100,49.84230065345764,127586244
